path	accessible	show_toplevel	origin_url	is_promptops_gui
/tmp/promptops/S06/tests/73584/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/73584/at-s06-02/primary	/tmp/promptops/S06/tests/73584/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/73584/at-s06-03/local	1	/private/tmp/promptops/S06/tests/73584/at-s06-03/local		0
/tmp/promptops/S06/tests/73584/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/73584/at-s06-03/primary	/tmp/promptops/S06/tests/73584/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/75320/at-s06-02/local	1	/private/tmp/promptops/S06/tests/75320/at-s06-02/local		0
/tmp/promptops/S06/tests/75320/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/75320/at-s06-02/primary	/tmp/promptops/S06/tests/75320/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/75320/at-s06-03/local	1	/private/tmp/promptops/S06/tests/75320/at-s06-03/local		0
/tmp/promptops/S06/tests/75320/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/75320/at-s06-03/primary	/tmp/promptops/S06/tests/75320/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/82900/at-s06-02/local	1	/private/tmp/promptops/S06/tests/82900/at-s06-02/local		0
/tmp/promptops/S06/tests/82900/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/82900/at-s06-02/primary	/tmp/promptops/S06/tests/82900/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/82900/at-s06-03/local	1	/private/tmp/promptops/S06/tests/82900/at-s06-03/local		0
/tmp/promptops/S06/tests/82900/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/82900/at-s06-03/primary	/tmp/promptops/S06/tests/82900/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/84355/at-s06-02/local	1	/private/tmp/promptops/S06/tests/84355/at-s06-02/local		0
/tmp/promptops/S06/tests/84355/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/84355/at-s06-02/primary	/tmp/promptops/S06/tests/84355/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/84355/at-s06-03/local	1	/private/tmp/promptops/S06/tests/84355/at-s06-03/local		0
/tmp/promptops/S06/tests/84355/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/84355/at-s06-03/primary	/tmp/promptops/S06/tests/84355/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/92152/at-s06-02/local	1	/private/tmp/promptops/S06/tests/92152/at-s06-02/local		0
/tmp/promptops/S06/tests/92152/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/92152/at-s06-02/primary	/tmp/promptops/S06/tests/92152/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/92152/at-s06-03/local	1	/private/tmp/promptops/S06/tests/92152/at-s06-03/local		0
/tmp/promptops/S06/tests/92152/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/92152/at-s06-03/primary	/tmp/promptops/S06/tests/92152/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/93904/at-s06-02/local	1	/private/tmp/promptops/S06/tests/93904/at-s06-02/local		0
/tmp/promptops/S06/tests/93904/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/93904/at-s06-02/primary	/tmp/promptops/S06/tests/93904/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/93904/at-s06-03/local	1	/private/tmp/promptops/S06/tests/93904/at-s06-03/local		0
/tmp/promptops/S06/tests/93904/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/93904/at-s06-03/primary	/tmp/promptops/S06/tests/93904/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/95386/at-s06-02/local	1	/private/tmp/promptops/S06/tests/95386/at-s06-02/local		0
/tmp/promptops/S06/tests/95386/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/95386/at-s06-02/primary	/tmp/promptops/S06/tests/95386/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/95386/at-s06-03/local	1	/private/tmp/promptops/S06/tests/95386/at-s06-03/local		0
/tmp/promptops/S06/tests/95386/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/95386/at-s06-03/primary	/tmp/promptops/S06/tests/95386/at-s06-03/origin.git	0
/tmp/promptops/S08-root-remediation/20260304_133528_16674/alt_repo/promptops-gui-alt	1	/private/tmp/promptops/S08-root-remediation/20260304_133528_16674/alt_repo/promptops-gui-alt	git@github.com:Doogie201/promptops-gui.git	1
/tmp/promptops/S08/gh/merge_run_R4_20260304_135258/staging/promptops-gui	1	/private/tmp/promptops/S08/gh/merge_run_R4_20260304_135258/staging/promptops-gui	git@github.com:Doogie201/promptops-gui.git	1
/tmp/promptops/S09/20260304_140939_31327/repo	1	/private/tmp/promptops/S09/20260304_140939_31327/repo	git@github.com:Doogie201/promptops-gui.git	1
/tmp/promptops/S09/closeout_cert/20260304_150150_56401/repo	1	/private/tmp/promptops/S09/closeout_cert/20260304_150150_56401/repo	git@github.com:Doogie201/promptops-gui.git	1
/tmp/promptops/S09/thread_remediation/20260304_151603_59417/repo	1	/private/tmp/promptops/S09/thread_remediation/20260304_151603_59417/repo	https://github.com/Doogie201/promptops-gui.git	1
